,user_id,user_likes,track_id,sentiment_score,genre
54,user7,['pop'],track200_pop,3.0,pop
55,user7,['pop'],track29_pop,3.0,pop
56,user7,['pop'],track399_pop,5.0,pop
57,user7,['pop'],track94_pop,,pop
58,user7,['pop'],track134_pop,3.0,pop
59,user7,['pop'],track129_pop,5.0,pop
60,user7,['pop'],track388_pop,5.0,pop
61,user7,['pop'],track178_pop,9.0,pop
62,user7,['pop'],track482_pop,9.0,pop
63,user7,['pop'],track228_pop,3.0,pop
64,user7,['pop'],track357_pop,9.0,pop
65,user7,['pop'],track306_pop,3.0,pop
66,user7,['pop'],track301_pop,,pop
67,user7,['pop'],track379_pop,,pop
68,user7,['pop'],track403_pop,4.0,pop
69,user7,['pop'],track496_pop,7.0,pop
70,user7,['pop'],track22_pop,9.0,pop
71,user7,['pop'],track303_pop,7.0,pop
72,user7,['pop'],track496_pop,7.0,pop
73,user7,['pop'],track264_pop,7.0,pop
74,user7,['pop'],track472_pop,7.0,pop
75,user7,['pop'],track290_pop,5.0,pop
76,user7,['pop'],track387_pop,3.0,pop
77,user7,['pop'],track154_pop,9.0,pop
78,user7,['pop'],track295_pop,7.0,pop
79,user7,['pop'],track449_pop,,pop
80,user7,['pop'],track110_pop,4.0,pop
81,user7,['pop'],track257_pop,7.0,pop
82,user7,['pop'],track472_pop,7.0,pop
83,user7,['pop'],track38_pop,,pop
84,user7,['pop'],track157_pop,5.0,pop
85,user7,['pop'],track405_pop,3.0,pop
86,user7,['pop'],track284_pop,4.0,pop
87,user7,['pop'],track4_pop,,pop
88,user7,['pop'],track440_pop,9.0,pop
89,user7,['pop'],track105_pop,3.0,pop
90,user7,['pop'],track203_pop,,pop
91,user7,['pop'],track496_pop,7.0,pop
92,user7,['pop'],track64_pop,4.0,pop
93,user7,['pop'],track10_pop,7.0,pop
94,user7,['pop'],track429_pop,3.0,pop
95,user7,['pop'],track57_pop,9.0,pop
96,user7,['pop'],track174_pop,7.0,pop
97,user7,['pop'],track190_pop,,pop
98,user7,['pop'],track232_pop,9.0,pop
99,user7,['pop'],track371_pop,7.0,pop
100,user7,['pop'],track182_pop,3.0,pop
101,user7,['pop'],track23_pop,7.0,pop
102,user7,['pop'],track276_pop,4.0,pop
103,user7,['pop'],track325_pop,9.0,pop
104,user7,['pop'],track12_pop,9.0,pop
105,user7,['pop'],track108_pop,7.0,pop
106,user7,['pop'],track103_pop,7.0,pop
107,user7,['pop'],track441_pop,7.0,pop
108,user7,['pop'],track117_pop,9.0,pop
109,user7,['pop'],track291_pop,9.0,pop
110,user7,['pop'],track299_pop,5.0,pop
111,user7,['pop'],track476_pop,7.0,pop
112,user7,['pop'],track342_pop,3.0,pop
113,user7,['pop'],track498_pop,9.0,pop
114,user7,['pop'],track14_pop,7.0,pop
115,user7,['pop'],track211_pop,,pop
116,user7,['pop'],track83_pop,5.0,pop
117,user7,['pop'],track288_pop,3.0,pop
118,user7,['pop'],track414_pop,3.0,pop
119,user7,['pop'],track408_pop,3.0,pop
120,user7,['pop'],track145_pop,3.0,pop
121,user7,['pop'],track356_pop,,pop
122,user7,['pop'],track93_pop,9.0,pop
123,user7,['pop'],track213_pop,,pop
124,user7,['pop'],track467_pop,9.0,pop
125,user7,['pop'],track212_pop,9.0,pop
126,user7,['pop'],track196_pop,7.0,pop
127,user7,['pop'],track368_pop,5.0,pop
128,user7,['pop'],track10_pop,7.0,pop
129,user7,['pop'],track319_pop,9.0,pop
130,user7,['pop'],track262_pop,3.0,pop
131,user7,['pop'],track177_pop,3.0,pop
132,user7,['pop'],track474_pop,3.0,pop
133,user7,['pop'],track190_pop,,pop
134,user7,['pop'],track86_pop,4.0,pop
135,user7,['pop'],track165_pop,,pop
136,user7,['pop'],track298_pop,,pop
137,user7,['pop'],track379_pop,,pop
138,user7,['pop'],track404_pop,7.0,pop
139,user7,['pop'],track396_pop,9.0,pop
140,user7,['pop'],track253_pop,5.0,pop
141,user7,['pop'],track69_pop,3.0,pop
142,user7,['pop'],track264_pop,7.0,pop
143,user7,['pop'],track212_pop,9.0,pop
144,user7,['pop'],track129_pop,5.0,pop
145,user7,['pop'],track253_pop,5.0,pop
146,user7,['pop'],track499_pop,9.0,pop
147,user7,['pop'],track155_pop,9.0,pop
148,user7,['pop'],track335_pop,3.0,pop
149,user7,['pop'],track252_pop,7.0,pop
150,user7,['pop'],track293_pop,,pop
151,user7,['pop'],track315_pop,9.0,pop
152,user7,['pop'],track479_pop,3.0,pop
153,user7,['pop'],track70_pop,9.0,pop
154,user7,['pop'],track166_pop,9.0,pop
155,user7,['pop'],track419_pop,,pop
156,user7,['pop'],track295_pop,7.0,pop
157,user7,['pop'],track41_pop,4.0,pop
158,user7,['pop'],track307_pop,3.0,pop
159,user7,['pop'],track233_pop,5.0,pop
160,user7,['pop'],track191_pop,3.0,pop
161,user7,['pop'],track374_pop,4.0,pop
162,user7,['pop'],track301_pop,,pop
163,user7,['pop'],track336_pop,3.0,pop
164,user7,['pop'],track59_pop,5.0,pop
165,user7,['pop'],track248_pop,3.0,pop
166,user7,['pop'],track459_pop,7.0,pop
167,user7,['pop'],track458_pop,3.0,pop
168,user7,['pop'],track25_pop,3.0,pop
169,user7,['pop'],track342_pop,3.0,pop
170,user7,['pop'],track371_pop,7.0,pop
171,user7,['pop'],track284_pop,4.0,pop
172,user7,['pop'],track133_pop,5.0,pop
173,user7,['pop'],track31_pop,9.0,pop
174,user7,['pop'],track469_pop,9.0,pop
175,user7,['pop'],track303_pop,7.0,pop
176,user7,['pop'],track260_pop,4.0,pop
177,user7,['pop'],track190_pop,,pop
178,user7,['pop'],track328_pop,4.0,pop
179,user7,['pop'],track465_pop,9.0,pop
180,user7,['pop'],track347_pop,9.0,pop
181,user7,['pop'],track5_pop,7.0,pop
182,user7,['pop'],track126_pop,,pop
183,user7,['pop'],track32_pop,3.0,pop
184,user7,['pop'],track62_pop,4.0,pop
185,user7,['pop'],track183_pop,5.0,pop
186,user7,['pop'],track180_pop,,pop
187,user7,['pop'],track385_pop,4.0,pop
188,user7,['pop'],track146_pop,5.0,pop
189,user7,['pop'],track174_pop,7.0,pop
190,user7,['pop'],track316_pop,4.0,pop
191,user7,['pop'],track47_pop,5.0,pop
192,user7,['pop'],track172_pop,,pop
193,user7,['pop'],track114_pop,5.0,pop
194,user7,['pop'],track113_pop,9.0,pop
195,user7,['pop'],track131_pop,,pop
196,user7,['pop'],track141_pop,9.0,pop
197,user7,['pop'],track452_pop,4.0,pop
198,user7,['pop'],track376_pop,7.0,pop
199,user7,['pop'],track167_pop,7.0,pop
200,user7,['pop'],track201_pop,7.0,pop
201,user7,['pop'],track120_pop,4.0,pop
202,user7,['pop'],track487_pop,,pop
203,user7,['pop'],track243_pop,3.0,pop
204,user7,['pop'],track263_pop,4.0,pop
205,user7,['pop'],track12_pop,9.0,pop
206,user7,['pop'],track307_pop,3.0,pop
207,user7,['pop'],track30_pop,3.0,pop
208,user7,['pop'],track462_pop,4.0,pop
209,user7,['pop'],track43_pop,5.0,pop
210,user7,['pop'],track297_pop,5.0,pop
211,user7,['pop'],track0_pop,,pop
212,user7,['pop'],track271_pop,,pop
213,user7,['pop'],track86_pop,4.0,pop
214,user7,['pop'],track240_pop,7.0,pop
215,user7,['pop'],track156_pop,,pop
216,user7,['pop'],track463_pop,9.0,pop
217,user7,['pop'],track82_pop,5.0,pop
218,user7,['pop'],track181_pop,7.0,pop
219,user7,['pop'],track295_pop,7.0,pop
220,user7,['pop'],track494_pop,4.0,pop
221,user7,['pop'],track15_pop,4.0,pop
222,user7,['pop'],track135_pop,5.0,pop
223,user7,['pop'],track182_pop,3.0,pop
224,user7,['pop'],track330_pop,7.0,pop
225,user7,['pop'],track227_pop,7.0,pop
226,user7,['pop'],track40_pop,9.0,pop
227,user7,['pop'],track369_pop,9.0,pop
228,user7,['pop'],track315_pop,9.0,pop
229,user7,['pop'],track318_pop,3.0,pop
230,user7,['pop'],track186_pop,5.0,pop
231,user7,['pop'],track469_pop,9.0,pop
232,user7,['pop'],track139_pop,7.0,pop
233,user7,['pop'],track403_pop,4.0,pop
234,user7,['pop'],track434_pop,4.0,pop
235,user7,['pop'],track446_pop,7.0,pop
236,user7,['pop'],track273_pop,,pop
237,user7,['pop'],track414_pop,3.0,pop
238,user7,['pop'],track127_pop,7.0,pop
239,user7,['pop'],track57_pop,9.0,pop
240,user7,['pop'],track72_pop,9.0,pop
241,user7,['pop'],track155_pop,9.0,pop
242,user7,['pop'],track131_pop,,pop
243,user7,['pop'],track359_pop,4.0,pop
244,user7,['pop'],track497_pop,4.0,pop
245,user7,['pop'],track111_pop,,pop
246,user7,['pop'],track27_pop,7.0,pop
247,user7,['pop'],track233_pop,5.0,pop
248,user7,['pop'],track48_pop,9.0,pop
249,user7,['pop'],track27_pop,7.0,pop
250,user7,['pop'],track239_pop,3.0,pop
251,user7,['pop'],track118_pop,9.0,pop
252,user7,['pop'],track468_pop,3.0,pop
253,user7,['pop'],track305_pop,,pop
254,user7,['pop'],track461_pop,9.0,pop
255,user7,['pop'],track108_pop,7.0,pop
256,user7,['pop'],track484_pop,,pop
257,user7,['pop'],track382_pop,3.0,pop
258,user7,['pop'],track34_pop,4.0,pop
259,user7,['pop'],track68_pop,7.0,pop
260,user7,['pop'],track217_pop,3.0,pop
261,user7,['pop'],track103_pop,7.0,pop
262,user7,['pop'],track145_pop,3.0,pop
263,user7,['pop'],track71_pop,7.0,pop
264,user7,['pop'],track232_pop,9.0,pop
265,user7,['pop'],track352_pop,9.0,pop
266,user7,['pop'],track411_pop,5.0,pop
267,user7,['pop'],track371_pop,7.0,pop
268,user7,['pop'],track256_pop,5.0,pop
269,user7,['pop'],track486_pop,4.0,pop
270,user7,['pop'],track475_pop,3.0,pop
271,user7,['pop'],track468_pop,3.0,pop
272,user7,['pop'],track452_pop,4.0,pop
273,user7,['pop'],track84_pop,9.0,pop
274,user7,['pop'],track155_pop,9.0,pop
275,user7,['pop'],track407_pop,5.0,pop
276,user7,['pop'],track387_pop,3.0,pop
277,user7,['pop'],track35_pop,,pop
278,user7,['pop'],track156_pop,,pop
279,user7,['pop'],track124_pop,5.0,pop
280,user7,['pop'],track498_pop,9.0,pop
281,user7,['pop'],track171_pop,7.0,pop
282,user7,['pop'],track278_pop,,pop
283,user7,['pop'],track284_pop,4.0,pop
284,user7,['pop'],track168_pop,9.0,pop
285,user7,['pop'],track415_pop,7.0,pop
286,user7,['pop'],track376_pop,7.0,pop
287,user7,['pop'],track335_pop,3.0,pop
288,user7,['pop'],track309_pop,4.0,pop
289,user7,['pop'],track52_pop,5.0,pop
290,user7,['pop'],track219_pop,4.0,pop
291,user7,['pop'],track492_pop,7.0,pop
292,user7,['pop'],track264_pop,7.0,pop
293,user7,['pop'],track379_pop,,pop
294,user7,['pop'],track204_pop,,pop
295,user7,['pop'],track121_pop,5.0,pop
296,user7,['pop'],track320_pop,,pop
297,user7,['pop'],track485_pop,5.0,pop
298,user7,['pop'],track268_pop,9.0,pop
299,user7,['pop'],track44_pop,9.0,pop
300,user7,['pop'],track157_pop,5.0,pop
301,user7,['pop'],track440_pop,9.0,pop
302,user7,['pop'],track32_pop,3.0,pop
303,user7,['pop'],track217_pop,3.0,pop
304,user7,['pop'],track407_pop,5.0,pop
305,user7,['pop'],track46_pop,5.0,pop
306,user7,['pop'],track325_pop,9.0,pop
307,user7,['pop'],track477_pop,7.0,pop
308,user7,['pop'],track464_pop,3.0,pop
309,user7,['pop'],track139_pop,7.0,pop
310,user7,['pop'],track415_pop,7.0,pop
311,user7,['pop'],track480_pop,3.0,pop
312,user7,['pop'],track212_pop,9.0,pop
313,user7,['pop'],track205_pop,5.0,pop
314,user7,['pop'],track489_pop,9.0,pop
315,user7,['pop'],track250_pop,7.0,pop
316,user7,['pop'],track221_pop,4.0,pop
317,user7,['pop'],track163_pop,9.0,pop
318,user7,['pop'],track284_pop,4.0,pop
319,user7,['pop'],track280_pop,7.0,pop
320,user7,['pop'],track221_pop,4.0,pop
321,user7,['pop'],track188_pop,7.0,pop
322,user7,['pop'],track141_pop,9.0,pop
323,user7,['pop'],track172_pop,,pop
324,user7,['pop'],track457_pop,5.0,pop
325,user7,['pop'],track44_pop,9.0,pop
326,user7,['pop'],track192_pop,3.0,pop
327,user7,['pop'],track221_pop,4.0,pop
328,user7,['pop'],track330_pop,7.0,pop
329,user7,['pop'],track217_pop,3.0,pop
330,user7,['pop'],track47_pop,5.0,pop
331,user7,['pop'],track69_pop,3.0,pop
332,user7,['pop'],track337_pop,4.0,pop
333,user7,['pop'],track388_pop,5.0,pop
334,user7,['pop'],track219_pop,4.0,pop
335,user7,['pop'],track331_pop,4.0,pop
336,user7,['pop'],track465_pop,9.0,pop
337,user7,['pop'],track0_pop,,pop
338,user7,['pop'],track266_pop,9.0,pop
339,user7,['pop'],track428_pop,5.0,pop
340,user7,['pop'],track407_pop,5.0,pop
341,user7,['pop'],track16_pop,3.0,pop
342,user7,['pop'],track228_pop,3.0,pop
343,user7,['pop'],track332_pop,7.0,pop
344,user7,['pop'],track61_pop,3.0,pop
345,user7,['pop'],track83_pop,5.0,pop
346,user7,['pop'],track176_pop,3.0,pop
347,user7,['pop'],track329_pop,,pop
348,user7,['pop'],track224_pop,4.0,pop
349,user7,['pop'],track277_pop,4.0,pop
350,user7,['pop'],track57_pop,9.0,pop
351,user7,['pop'],track362_pop,3.0,pop
352,user7,['pop'],track488_pop,7.0,pop
353,user7,['pop'],track176_pop,3.0,pop
354,user7,['pop'],track308_pop,5.0,pop
355,user7,['pop'],track163_pop,9.0,pop
356,user7,['pop'],track478_pop,7.0,pop
357,user7,['pop'],track273_pop,,pop
358,user7,['pop'],track302_pop,3.0,pop
359,user7,['pop'],track121_pop,5.0,pop
360,user7,['pop'],track114_pop,5.0,pop
361,user7,['pop'],track425_pop,9.0,pop
362,user7,['pop'],track311_pop,7.0,pop
363,user7,['pop'],track101_pop,9.0,pop
364,user7,['pop'],track399_pop,5.0,pop
365,user7,['pop'],track13_pop,5.0,pop
366,user7,['pop'],track266_pop,9.0,pop
367,user7,['pop'],track79_pop,7.0,pop
368,user7,['pop'],track9_pop,5.0,pop
369,user7,['pop'],track90_pop,9.0,pop
370,user7,['pop'],track238_pop,,pop
371,user7,['pop'],track419_pop,,pop
372,user7,['pop'],track49_pop,9.0,pop
373,user7,['pop'],track308_pop,5.0,pop
374,user7,['pop'],track454_pop,4.0,pop
375,user7,['pop'],track167_pop,7.0,pop
376,user7,['pop'],track217_pop,3.0,pop
377,user7,['pop'],track300_pop,3.0,pop
378,user7,['pop'],track237_pop,7.0,pop
379,user7,['pop'],track101_pop,9.0,pop
380,user7,['pop'],track193_pop,5.0,pop
381,user7,['pop'],track41_pop,4.0,pop
382,user7,['pop'],track177_pop,3.0,pop
383,user7,['pop'],track376_pop,7.0,pop
384,user7,['pop'],track309_pop,4.0,pop
385,user7,['pop'],track497_pop,4.0,pop
386,user7,['pop'],track214_pop,7.0,pop
387,user7,['pop'],track321_pop,,pop
388,user7,['pop'],track396_pop,9.0,pop
389,user7,['pop'],track38_pop,,pop
390,user7,['pop'],track121_pop,5.0,pop
391,user7,['pop'],track375_pop,4.0,pop
392,user7,['pop'],track197_pop,3.0,pop
393,user7,['pop'],track278_pop,,pop
394,user7,['pop'],track350_pop,7.0,pop
395,user7,['pop'],track2_pop,4.0,pop
396,user7,['pop'],track322_pop,3.0,pop
397,user7,['pop'],track217_pop,3.0,pop
398,user7,['pop'],track306_pop,3.0,pop
399,user7,['pop'],track470_pop,9.0,pop
400,user7,['pop'],track73_pop,,pop
401,user7,['pop'],track201_pop,7.0,pop
402,user7,['pop'],track276_pop,4.0,pop
403,user7,['pop'],track472_pop,7.0,pop
404,user7,['pop'],track188_pop,7.0,pop
405,user7,['pop'],track102_pop,7.0,pop
406,user7,['pop'],track364_pop,9.0,pop
407,user7,['pop'],track486_pop,4.0,pop
408,user7,['pop'],track238_pop,,pop
409,user7,['pop'],track95_pop,4.0,pop
410,user7,['pop'],track294_pop,,pop
411,user7,['pop'],track4_pop,,pop
412,user7,['pop'],track414_pop,3.0,pop
413,user7,['pop'],track77_pop,9.0,pop
414,user7,['pop'],track448_pop,7.0,pop
415,user7,['pop'],track67_pop,3.0,pop
416,user7,['pop'],track458_pop,3.0,pop
417,user7,['pop'],track380_pop,5.0,pop
418,user7,['pop'],track49_pop,9.0,pop
419,user7,['pop'],track455_pop,7.0,pop
420,user7,['pop'],track418_pop,,pop
421,user7,['pop'],track83_pop,5.0,pop
422,user7,['pop'],track334_pop,7.0,pop
423,user7,['pop'],track320_pop,,pop
424,user7,['pop'],track247_pop,3.0,pop
425,user7,['pop'],track244_pop,4.0,pop
426,user7,['pop'],track347_pop,9.0,pop
427,user7,['pop'],track193_pop,5.0,pop
428,user7,['pop'],track360_pop,4.0,pop
429,user7,['pop'],track278_pop,,pop
430,user7,['pop'],track462_pop,4.0,pop
431,user7,['pop'],track119_pop,,pop
432,user7,['pop'],track408_pop,3.0,pop
433,user7,['pop'],track147_pop,9.0,pop
434,user7,['pop'],track433_pop,7.0,pop
435,user7,['pop'],track330_pop,7.0,pop
436,user7,['pop'],track98_pop,4.0,pop
437,user7,['pop'],track489_pop,9.0,pop
438,user7,['pop'],track246_pop,,pop
439,user7,['pop'],track403_pop,4.0,pop
440,user7,['pop'],track428_pop,5.0,pop
441,user7,['pop'],track113_pop,9.0,pop
442,user7,['pop'],track270_pop,,pop
443,user7,['pop'],track113_pop,9.0,pop
444,user7,['pop'],track341_pop,5.0,pop
445,user7,['pop'],track34_pop,4.0,pop
446,user7,['pop'],track47_pop,5.0,pop
447,user7,['pop'],track21_pop,9.0,pop
448,user7,['pop'],track90_pop,9.0,pop
449,user7,['pop'],track215_pop,3.0,pop
450,user7,['pop'],track234_pop,3.0,pop
451,user7,['pop'],track22_pop,9.0,pop
452,user7,['pop'],track474_pop,3.0,pop
453,user7,['pop'],track367_pop,4.0,pop
454,user7,['pop'],track31_pop,9.0,pop
455,user7,['pop'],track296_pop,9.0,pop
456,user7,['pop'],track393_pop,9.0,pop
457,user7,['pop'],track320_pop,,pop
458,user7,['pop'],track375_pop,4.0,pop
459,user7,['pop'],track497_pop,4.0,pop
460,user7,['pop'],track444_pop,,pop
461,user7,['pop'],track399_pop,5.0,pop
462,user7,['pop'],track176_pop,3.0,pop
463,user7,['pop'],track351_pop,5.0,pop
464,user7,['pop'],track132_pop,3.0,pop
465,user7,['pop'],track427_pop,7.0,pop
466,user7,['pop'],track336_pop,3.0,pop
467,user7,['pop'],track88_pop,,pop
468,user7,['pop'],track194_pop,7.0,pop
469,user7,['pop'],track394_pop,3.0,pop
470,user7,['pop'],track488_pop,7.0,pop
471,user7,['pop'],track260_pop,4.0,pop
472,user7,['pop'],track53_pop,7.0,pop
473,user7,['pop'],track256_pop,5.0,pop
474,user7,['pop'],track119_pop,,pop
475,user7,['pop'],track404_pop,7.0,pop
476,user7,['pop'],track63_pop,9.0,pop
477,user7,['pop'],track120_pop,4.0,pop
478,user7,['pop'],track455_pop,7.0,pop
479,user7,['pop'],track396_pop,9.0,pop
480,user7,['pop'],track364_pop,9.0,pop
481,user7,['pop'],track478_pop,7.0,pop
482,user7,['pop'],track170_pop,,pop
483,user7,['pop'],track395_pop,,pop
484,user7,['pop'],track254_pop,3.0,pop
485,user7,['pop'],track42_pop,9.0,pop
486,user7,['pop'],track20_pop,5.0,pop
487,user7,['pop'],track354_pop,3.0,pop
488,user7,['pop'],track152_pop,4.0,pop
489,user7,['pop'],track211_pop,,pop
490,user7,['pop'],track475_pop,3.0,pop
491,user7,['pop'],track19_pop,3.0,pop
492,user7,['pop'],track182_pop,3.0,pop
493,user7,['pop'],track116_pop,9.0,pop
494,user7,['pop'],track145_pop,3.0,pop
495,user7,['pop'],track91_pop,7.0,pop
496,user7,['pop'],track299_pop,5.0,pop
497,user7,['pop'],track62_pop,4.0,pop
498,user7,['pop'],track62_pop,4.0,pop
499,user7,['pop'],track29_pop,3.0,pop
500,user59,['classic'],track486_classic,7.0,classic
501,user59,['classic'],track168_classic,4.0,classic
502,user59,['classic'],track296_classic,,classic
503,user59,['classic'],track333_classic,,classic
504,user59,['classic'],track334_classic,9.0,classic
505,user59,['classic'],track480_classic,9.0,classic
506,user59,['classic'],track275_classic,9.0,classic
507,user59,['classic'],track201_classic,4.0,classic
508,user59,['classic'],track94_classic,9.0,classic
509,user59,['classic'],track283_classic,9.0,classic
510,user59,['classic'],track229_classic,4.0,classic
511,user59,['classic'],track219_classic,3.0,classic
512,user59,['classic'],track210_classic,3.0,classic
513,user59,['classic'],track388_classic,3.0,classic
514,user59,['classic'],track88_classic,,classic
515,user59,['classic'],track417_classic,4.0,classic
516,user59,['classic'],track4_classic,4.0,classic
517,user59,['classic'],track23_classic,3.0,classic
518,user59,['classic'],track395_classic,9.0,classic
519,user59,['classic'],track136_classic,3.0,classic
520,user59,['classic'],track301_classic,5.0,classic
521,user59,['classic'],track148_classic,7.0,classic
522,user59,['classic'],track50_classic,,classic
523,user59,['classic'],track216_classic,4.0,classic
524,user59,['classic'],track474_classic,7.0,classic
525,user59,['classic'],track93_classic,7.0,classic
526,user59,['classic'],track48_classic,3.0,classic
527,user59,['classic'],track48_classic,3.0,classic
528,user59,['classic'],track232_classic,9.0,classic
529,user59,['classic'],track221_classic,3.0,classic
530,user59,['classic'],track11_classic,7.0,classic
531,user59,['classic'],track287_classic,5.0,classic
532,user59,['classic'],track339_classic,3.0,classic
533,user59,['classic'],track85_classic,4.0,classic
534,user59,['classic'],track285_classic,9.0,classic
535,user59,['classic'],track335_classic,3.0,classic
536,user59,['classic'],track247_classic,4.0,classic
537,user59,['classic'],track421_classic,9.0,classic
538,user59,['classic'],track24_classic,,classic
539,user59,['classic'],track45_classic,7.0,classic
540,user59,['classic'],track43_classic,5.0,classic
541,user59,['classic'],track386_classic,,classic
542,user59,['classic'],track7_classic,7.0,classic
543,user59,['classic'],track167_classic,9.0,classic
544,user59,['classic'],track158_classic,4.0,classic
545,user59,['classic'],track159_classic,5.0,classic
546,user59,['classic'],track219_classic,3.0,classic
547,user59,['classic'],track278_classic,9.0,classic
548,user59,['classic'],track492_classic,7.0,classic
549,user59,['classic'],track174_classic,9.0,classic
550,user59,['classic'],track159_classic,5.0,classic
551,user59,['classic'],track167_classic,9.0,classic
552,user59,['classic'],track408_classic,,classic
553,user59,['classic'],track328_classic,4.0,classic
554,user59,['classic'],track186_classic,3.0,classic
555,user59,['classic'],track86_classic,5.0,classic
556,user59,['classic'],track146_classic,9.0,classic
557,user59,['classic'],track301_classic,5.0,classic
558,user59,['classic'],track25_classic,5.0,classic
559,user59,['classic'],track101_classic,,classic
560,user59,['classic'],track435_classic,7.0,classic
561,user59,['classic'],track261_classic,9.0,classic
562,user59,['classic'],track99_classic,5.0,classic
563,user59,['classic'],track229_classic,4.0,classic
564,user59,['classic'],track41_classic,5.0,classic
565,user59,['classic'],track356_classic,5.0,classic
566,user59,['classic'],track432_classic,9.0,classic
567,user59,['classic'],track138_classic,3.0,classic
568,user59,['classic'],track235_classic,9.0,classic
569,user59,['classic'],track53_classic,5.0,classic
570,user59,['classic'],track266_classic,,classic
571,user59,['classic'],track221_classic,3.0,classic
572,user59,['classic'],track442_classic,9.0,classic
573,user59,['classic'],track134_classic,4.0,classic
574,user59,['classic'],track163_classic,5.0,classic
575,user59,['classic'],track383_classic,,classic
576,user59,['classic'],track440_classic,7.0,classic
577,user59,['classic'],track221_classic,3.0,classic
578,user59,['classic'],track34_classic,5.0,classic
579,user59,['classic'],track272_classic,5.0,classic
580,user59,['classic'],track333_classic,,classic
581,user59,['classic'],track227_classic,4.0,classic
582,user59,['classic'],track45_classic,7.0,classic
583,user59,['classic'],track192_classic,9.0,classic
584,user59,['classic'],track280_classic,4.0,classic
585,user59,['classic'],track128_classic,3.0,classic
586,user59,['classic'],track460_classic,3.0,classic
587,user59,['classic'],track10_classic,9.0,classic
588,user59,['classic'],track410_classic,7.0,classic
589,user59,['classic'],track481_classic,3.0,classic
590,user59,['classic'],track178_classic,9.0,classic
591,user59,['classic'],track338_classic,7.0,classic
592,user59,['classic'],track10_classic,9.0,classic
593,user59,['classic'],track337_classic,7.0,classic
594,user59,['classic'],track356_classic,5.0,classic
595,user59,['classic'],track171_classic,,classic
596,user59,['classic'],track16_classic,7.0,classic
597,user59,['classic'],track361_classic,7.0,classic
598,user59,['classic'],track36_classic,5.0,classic
599,user59,['classic'],track227_classic,4.0,classic
600,user59,['classic'],track157_classic,,classic
601,user59,['classic'],track442_classic,9.0,classic
602,user59,['classic'],track40_classic,9.0,classic
603,user59,['classic'],track228_classic,9.0,classic
604,user59,['classic'],track0_classic,7.0,classic
605,user59,['classic'],track183_classic,5.0,classic
606,user59,['classic'],track62_classic,,classic
607,user59,['classic'],track403_classic,7.0,classic
608,user59,['classic'],track429_classic,5.0,classic
609,user59,['classic'],track499_classic,,classic
610,user59,['classic'],track257_classic,3.0,classic
611,user59,['classic'],track316_classic,9.0,classic
612,user59,['classic'],track223_classic,5.0,classic
613,user59,['classic'],track75_classic,7.0,classic
614,user59,['classic'],track140_classic,3.0,classic
615,user59,['classic'],track340_classic,5.0,classic
616,user59,['classic'],track480_classic,9.0,classic
617,user59,['classic'],track385_classic,3.0,classic
