,sentiment,sentiment_score,user_id,track_id,created_at,time_zone,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy,mode,key
23,1,3.2,60653412,d0937f37e6d2200b0356b4b173d33c3a,2014-02-25 17:55:17,London,5.03e-06,0.482,0.0254,0.589,0.437,-5.683,92.068,0.674,0.596,0,6.0
24,1,3.2,60653412,3b39477f2d8757e053e1205f7f797d08,2014-03-01 09:57:15,London,0.00664,0.112,0.0273,0.444,0.322,-13.156,72.637,0.477,0.339,0,4.0
25,1,3.2,60653412,bfb0e1c5d66603aba772e7e324671a1d,2014-03-01 10:02:27,London,0.0218,0.108,0.0455,0.665,0.494,-15.309,76.74,0.411,0.225,0,6.0
26,1,3.2,60653412,6180de5f6ffb5bb16512b6fd9052942f,2014-03-04 16:53:06,London,1.52e-05,0.697,0.0458,0.56,0.497,-8.27,87.004,0.189,0.71,1,0.0
27,1,3.2,60653412,a78084b78f2eab537803516435752aaf,2014-03-04 18:08:21,London,3.75e-06,0.0668,0.0635,0.8,0.888,-10.849,93.059,0.0355,0.361,0,6.0
28,1,3.2,60653412,bfce1183eda657729c693131190f0391,2014-03-04 19:00:11,London,4.07e-05,0.187,0.175,0.625,0.223,-5.693,179.063,0.0543,0.576,0,11.0
29,1,3.2,60653412,aa11ad3ee373070a06f18c55bfa22fc7,2014-03-04 19:43:01,London,0.00188,0.122,0.0492,0.588,0.455,-12.71,150.396,0.61,0.477,0,9.0
30,1,3.2,60653412,ef19b192c9a4177bce3665508bdaed7a,2014-03-05 17:51:51,London,0.00644,0.389,0.0456,0.714,0.661,-10.994,128.386,0.93,0.338,0,4.0
31,1,3.2,60653412,bfce1183eda657729c693131190f0391,2014-03-06 09:39:42,London,4.07e-05,0.187,0.175,0.625,0.223,-5.693,179.063,0.0543,0.576,0,11.0
32,1,3.2,60653412,4029c875f639b82b9bd1f92153f38775,2014-03-07 11:01:42,London,0.0015,0.284,0.075,0.621,0.793,-9.318,84.012,0.587,0.614,1,6.0
33,1,3.2,60653412,8b0c7ed945db9114625f2151a3687b41,2014-03-07 13:18:03,London,0.000303,0.227,0.185,0.617,0.732,-5.249,133.489,0.193,0.84,1,2.0
34,1,3.2,60653412,194bd67bbf0c3daa3011ab63a0fd9ad3,2014-03-10 07:49:38,London,4.45e-06,0.398,0.0374,0.487,0.507,-10.242,102.578,0.23,0.573,1,0.0
35,1,3.2,60653412,23c8cd3eb8417bc32ec891e1e2611769,2014-03-10 10:24:28,London,0.589,0.0398,0.0354,0.837,0.925,-15.326,114.762,0.0296,0.455,1,5.0
36,1,3.2,60653412,e028bc28d5b855d86dfdbcb48a71bc5a,2014-03-10 11:02:57,London,0.000176,0.179,0.0677,0.428,0.317,-15.144,185.047,0.71,0.103,1,0.0
37,1,3.2,60653412,a3e8a296dada832f3f9edc8791d8192d,2014-03-10 18:51:16,London,0.0411,0.105,0.0386,0.431,0.16,-12.713,114.769,0.834,0.397,0,4.0
38,1,3.2,60653412,52a51ebe7dfb3c4edd13ff07964156ea,2014-04-06 13:36:54,London,0.237,0.112,0.0521,0.839,0.922,-10.557,118.981,0.103,0.647,0,0.0
39,1,2.4000000000000004,60653412,52a51ebe7dfb3c4edd13ff07964156ea,2014-04-06 13:36:54,London,0.237,0.112,0.0521,0.839,0.922,-10.557,118.981,0.103,0.647,0,0.0
40,1,2.4000000000000004,60653412,52a51ebe7dfb3c4edd13ff07964156ea,2014-04-06 13:36:54,London,0.237,0.112,0.0521,0.839,0.922,-10.557,118.981,0.103,0.647,0,0.0
41,1,3.2,60653412,9213e8a0ab3d22e13b728e2a837e9baa,2014-04-09 12:24:44,London,0.0285,0.109,0.035,0.385,0.204,-14.798,152.286,0.606,0.325,1,9.0
42,1,2.4000000000000004,60653412,9213e8a0ab3d22e13b728e2a837e9baa,2014-04-09 12:24:44,London,0.0285,0.109,0.035,0.385,0.204,-14.798,152.286,0.606,0.325,1,9.0
43,1,3.2,60653412,f10226223c28bd9b5b371c7af1a71c7d,2014-04-12 10:44:15,London,1.36e-05,0.297,0.0602,0.69,0.866,-4.54,113.031,0.726,0.983,0,7.0
44,1,2.4000000000000004,60653412,f10226223c28bd9b5b371c7af1a71c7d,2014-04-12 10:44:15,London,1.36e-05,0.297,0.0602,0.69,0.866,-4.54,113.031,0.726,0.983,0,7.0
45,1,3.2,60653412,3bb526f1551d9a574cfdf66982b36515,2014-04-29 09:54:04,London,0.0,0.12,0.079,0.509,0.742,-7.715,135.601,0.0409,0.827,1,0.0
46,1,2.4000000000000004,60653412,3bb526f1551d9a574cfdf66982b36515,2014-04-29 09:54:04,London,0.0,0.12,0.079,0.509,0.742,-7.715,135.601,0.0409,0.827,1,0.0
47,1,3.2,60653412,7b91264b9f645c2ac5610b106bab72c5,2014-04-29 13:37:26,London,0.0,0.189,0.032,0.483,0.561,-6.836,95.261,0.729,0.721,1,0.0
48,1,2.4000000000000004,60653412,7b91264b9f645c2ac5610b106bab72c5,2014-04-29 13:37:26,London,0.0,0.189,0.032,0.483,0.561,-6.836,95.261,0.729,0.721,1,0.0
49,1,3.2,60653412,6940b51b3c46edff0208e18c31de1d98,2014-05-01 09:58:31,London,0.000107,0.968,0.0613,0.667,0.585,-10.753,74.945,0.397,0.496,1,2.0
50,1,2.4000000000000004,60653412,6940b51b3c46edff0208e18c31de1d98,2014-05-01 09:58:31,London,0.000107,0.968,0.0613,0.667,0.585,-10.753,74.945,0.397,0.496,1,2.0
51,1,3.2,60653412,b89e3619ea36f8587c16b24d04ac5560,2014-05-06 16:12:52,London,0.322,0.643,0.0421,0.872,0.554,-7.965,114.995,0.0847,0.61,0,5.0
52,1,3.2,60653412,eb149f80cb70037d946e702933b38b11,2014-05-07 14:51:50,London,0.667,0.131,0.0343,0.494,0.283,-17.063,95.031,0.137,0.357,1,1.0
53,1,2.4000000000000004,60653412,eb149f80cb70037d946e702933b38b11,2014-05-07 14:51:50,London,0.667,0.131,0.0343,0.494,0.283,-17.063,95.031,0.137,0.357,1,1.0
54,1,3.2,60653412,aaaeaf5ec358d513721e4178f7df4fe1,2014-05-08 08:01:55,London,0.00728,0.0871,0.0389,0.686,0.857,-6.981,132.495,0.418,0.742,1,8.0
55,1,2.4000000000000004,60653412,aaaeaf5ec358d513721e4178f7df4fe1,2014-05-08 08:01:55,London,0.00728,0.0871,0.0389,0.686,0.857,-6.981,132.495,0.418,0.742,1,8.0
56,1,3.2,60653412,c30f91049620c97cdcaf7c5125fc5583,2014-05-08 10:08:13,London,0.0,0.325,0.0342,0.214,0.496,-10.042,169.683,0.756,0.4,1,10.0
57,1,2.4000000000000004,60653412,c30f91049620c97cdcaf7c5125fc5583,2014-05-08 10:08:13,London,0.0,0.325,0.0342,0.214,0.496,-10.042,169.683,0.756,0.4,1,10.0
58,1,3.2,60653412,3b39477f2d8757e053e1205f7f797d08,2014-05-09 07:43:25,London,0.00664,0.112,0.0273,0.444,0.322,-13.156,72.637,0.477,0.339,0,4.0
59,1,2.4000000000000004,60653412,3b39477f2d8757e053e1205f7f797d08,2014-05-09 07:43:25,London,0.00664,0.112,0.0273,0.444,0.322,-13.156,72.637,0.477,0.339,0,4.0
60,1,3.2,60653412,9dde6568efbc011262fb07b0373a96f8,2014-05-13 08:02:44,London,0.000919,0.0833,0.143,0.865,0.83,-9.046,90.081,0.566,0.652,1,5.0
61,1,2.4000000000000004,60653412,9dde6568efbc011262fb07b0373a96f8,2014-05-13 08:02:44,London,0.000919,0.0833,0.143,0.865,0.83,-9.046,90.081,0.566,0.652,1,5.0
62,1,3.2,60653412,e34ced8b20af8e570c5ed3f5405b5156,2014-05-13 09:58:44,London,0.0,0.203,0.0395,0.602,0.553,-9.912,126.63,0.33,0.44,1,3.0
63,1,2.4000000000000004,60653412,e34ced8b20af8e570c5ed3f5405b5156,2014-05-13 09:58:44,London,0.0,0.203,0.0395,0.602,0.553,-9.912,126.63,0.33,0.44,1,3.0
64,1,3.2,60653412,a6ddb02d9d327cd7a8a790c4502cbe89,2014-05-13 13:09:52,London,0.0,0.988,0.0474,0.438,0.363,-7.828,78.283,0.0341,0.643,1,1.0
65,1,2.4000000000000004,60653412,a6ddb02d9d327cd7a8a790c4502cbe89,2014-05-13 13:09:52,London,0.0,0.988,0.0474,0.438,0.363,-7.828,78.283,0.0341,0.643,1,1.0
66,1,3.2,60653412,c30f91049620c97cdcaf7c5125fc5583,2014-05-13 13:35:58,London,0.0,0.325,0.0342,0.214,0.496,-10.042,169.683,0.756,0.4,1,10.0
67,1,2.4000000000000004,60653412,c30f91049620c97cdcaf7c5125fc5583,2014-05-13 13:35:58,London,0.0,0.325,0.0342,0.214,0.496,-10.042,169.683,0.756,0.4,1,10.0
68,1,3.2,60653412,007aa38f2a4a1ed3a7c0ccf13a731a63,2014-05-18 13:08:06,London,0.0,0.0966,0.0512,0.622,0.872,-7.545,166.019,0.216,0.823,0,4.0
69,1,2.4000000000000004,60653412,007aa38f2a4a1ed3a7c0ccf13a731a63,2014-05-18 13:08:06,London,0.0,0.0966,0.0512,0.622,0.872,-7.545,166.019,0.216,0.823,0,4.0
70,1,3.2,60653412,36fb6c7e8bf9388d1d273c852949a922,2014-05-19 10:08:46,London,2.38e-06,0.106,0.118,0.664,0.825,-12.136,113.204,0.226,0.351,1,0.0
71,1,2.4000000000000004,60653412,36fb6c7e8bf9388d1d273c852949a922,2014-05-19 10:08:46,London,2.38e-06,0.106,0.118,0.664,0.825,-12.136,113.204,0.226,0.351,1,0.0
72,1,3.2,60653412,3bb526f1551d9a574cfdf66982b36515,2014-05-20 09:34:21,London,0.0,0.12,0.079,0.509,0.742,-7.715,135.601,0.0409,0.827,1,0.0
73,1,2.4000000000000004,60653412,3bb526f1551d9a574cfdf66982b36515,2014-05-20 09:34:21,London,0.0,0.12,0.079,0.509,0.742,-7.715,135.601,0.0409,0.827,1,0.0
74,1,3.2,60653412,b9d174a2d8ebd5a76454d67473d678e2,2014-05-20 12:16:31,London,1.78e-05,0.531,0.0364,0.369,0.659,-5.871,140.71,0.623,0.758,1,5.0
75,1,2.4000000000000004,60653412,b9d174a2d8ebd5a76454d67473d678e2,2014-05-20 12:16:31,London,1.78e-05,0.531,0.0364,0.369,0.659,-5.871,140.71,0.623,0.758,1,5.0
76,1,3.2,60653412,450e5dbbe77b077a9fd913a7d49db84c,2014-05-24 17:01:07,London,0.00887,0.11,0.0271,0.763,0.252,-8.635,109.946,0.258,0.387,0,10.0
77,1,2.4000000000000004,60653412,450e5dbbe77b077a9fd913a7d49db84c,2014-05-24 17:01:07,London,0.00887,0.11,0.0271,0.763,0.252,-8.635,109.946,0.258,0.387,0,10.0
78,1,3.2,60653412,7cd1707fdd92a3ddeeeeae0aa67a1414,2014-05-24 17:16:14,London,0.856,0.0952,0.0366,0.735,0.535,-8.84,100.01,0.382,0.555,0,1.0
79,1,2.4000000000000004,60653412,7cd1707fdd92a3ddeeeeae0aa67a1414,2014-05-24 17:16:14,London,0.856,0.0952,0.0366,0.735,0.535,-8.84,100.01,0.382,0.555,0,1.0
80,1,3.2,60653412,5da59951109f5d6f1a9c64d62339fc5b,2014-05-26 13:10:43,London,0.000106,0.0917,0.0375,0.393,0.169,-9.803,110.111,0.786,0.366,1,7.0
81,1,2.4000000000000004,60653412,5da59951109f5d6f1a9c64d62339fc5b,2014-05-26 13:10:43,London,0.000106,0.0917,0.0375,0.393,0.169,-9.803,110.111,0.786,0.366,1,7.0
82,1,3.2,60653412,d138f3d996b26eb094428d75ef2db901,2014-05-26 15:20:17,London,0.000389,0.124,0.0327,0.545,0.125,-6.693,111.739,0.32,0.59,1,2.0
83,1,2.4000000000000004,60653412,d138f3d996b26eb094428d75ef2db901,2014-05-26 15:20:17,London,0.000389,0.124,0.0327,0.545,0.125,-6.693,111.739,0.32,0.59,1,2.0
84,1,3.2,60653412,3d02f9fcad37e6bb227682761039498c,2014-06-04 09:54:34,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
85,1,2.4000000000000004,60653412,3d02f9fcad37e6bb227682761039498c,2014-06-04 09:54:34,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
86,1,3.2,60653412,ae1759c2e35c99510f26af4270ac5281,2014-06-10 09:49:10,London,0.0,0.0921,0.042,0.511,0.814,-7.032,129.657,0.181,0.769,1,4.0
87,1,2.4000000000000004,60653412,ae1759c2e35c99510f26af4270ac5281,2014-06-10 09:49:10,London,0.0,0.0921,0.042,0.511,0.814,-7.032,129.657,0.181,0.769,1,4.0
88,1,3.2,60653412,98ef3eab5917d33042880bd75f5fe078,2014-06-10 11:02:05,London,0.000778,0.0646,0.0404,0.454,0.585,-13.213,174.211,0.529,0.26,0,10.0
89,1,2.4000000000000004,60653412,98ef3eab5917d33042880bd75f5fe078,2014-06-10 11:02:05,London,0.000778,0.0646,0.0404,0.454,0.585,-13.213,174.211,0.529,0.26,0,10.0
90,1,3.2,60653412,544831cb8e4ae3b5c8e614e762888305,2014-06-10 11:50:17,London,0.0,0.102,0.0314,0.589,0.476,-6.908,133.271,0.567,0.558,1,9.0
91,1,2.4000000000000004,60653412,544831cb8e4ae3b5c8e614e762888305,2014-06-10 11:50:17,London,0.0,0.102,0.0314,0.589,0.476,-6.908,133.271,0.567,0.558,1,9.0
92,1,3.2,60653412,b4aa906d234631fa42e810435a683eec,2014-06-16 09:52:34,London,0.0,0.0564,0.0318,0.669,0.454,-6.94,140.158,0.34,0.455,0,1.0
93,1,2.4000000000000004,60653412,b4aa906d234631fa42e810435a683eec,2014-06-16 09:52:34,London,0.0,0.0564,0.0318,0.669,0.454,-6.94,140.158,0.34,0.455,0,1.0
94,1,3.2,60653412,c036a80caf44d18f4f15033166b704da,2014-06-17 18:16:30,London,2.38e-06,0.088,0.0449,0.592,0.104,-14.031,76.361,0.842,0.256,0,4.0
95,1,3.2,60653412,2ea44cc1b5e27d7754f336d3aa8ddd19,2014-06-18 11:16:05,London,0.00166,0.118,0.0573,0.551,0.57,-13.959,110.872,0.433,0.451,0,5.0
96,1,2.4000000000000004,60653412,2ea44cc1b5e27d7754f336d3aa8ddd19,2014-06-18 11:16:05,London,0.00166,0.118,0.0573,0.551,0.57,-13.959,110.872,0.433,0.451,0,5.0
97,1,3.2,60653412,318b469508961cc9a686ee978b486781,2014-06-19 16:58:19,London,0.0,0.0497,0.0304,0.661,0.199,-8.68,95.046,0.214,0.488,1,8.0
98,1,2.4000000000000004,60653412,318b469508961cc9a686ee978b486781,2014-06-19 16:58:19,London,0.0,0.0497,0.0304,0.661,0.199,-8.68,95.046,0.214,0.488,1,8.0
99,1,3.2,60653412,0dcb9382bcf2ecb748967bfd65d72b9b,2014-06-24 08:29:12,London,0.0299,0.0316,0.162,0.822,0.936,-14.86,74.679,0.0318,0.298,1,7.0
100,1,2.4000000000000004,60653412,0dcb9382bcf2ecb748967bfd65d72b9b,2014-06-24 08:29:12,London,0.0299,0.0316,0.162,0.822,0.936,-14.86,74.679,0.0318,0.298,1,7.0
101,1,3.2,60653412,d9669dd01dd0dbdf70335695082fe3d4,2014-06-25 12:56:36,London,1.45e-05,0.126,0.0325,0.711,0.865,-8.119,107.917,0.454,0.492,1,3.0
102,1,3.2,60653412,89c0b8d046dd2aca4397beff82d61c6b,2014-06-26 15:21:01,London,0.00295,0.101,0.0398,0.737,0.669,-6.487,107.96,0.251,0.624,1,7.0
103,1,2.4000000000000004,60653412,89c0b8d046dd2aca4397beff82d61c6b,2014-06-26 15:21:01,London,0.00295,0.101,0.0398,0.737,0.669,-6.487,107.96,0.251,0.624,1,7.0
104,1,3.2,60653412,3d02f9fcad37e6bb227682761039498c,2014-07-01 13:27:49,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
105,1,3.2,60653412,3d02f9fcad37e6bb227682761039498c,2014-07-06 09:40:26,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
106,1,2.4000000000000004,60653412,3d02f9fcad37e6bb227682761039498c,2014-07-06 09:40:26,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
107,1,3.2,60653412,768afccfa07a6ea76689b04c1512584b,2014-07-08 16:41:28,London,0.0,0.103,0.0311,0.706,0.418,-17.961,127.812,0.261,0.247,1,5.0
108,1,3.2,60653412,299c9ab0f09d8dc281deaaad3260853e,2014-08-08 11:05:24,London,2.13e-06,0.158,0.0306,0.725,0.753,-5.465,119.939,0.162,0.68,1,8.0
109,1,3.2,60653412,2f5593b15c327903ad5de7b9413dbe89,2014-09-09 19:27:50,London,0.00554,0.22,0.0374,0.461,0.41,-9.379,120.55,0.00079,0.734,1,1.0
110,1,2.4000000000000004,60653412,2f5593b15c327903ad5de7b9413dbe89,2014-09-09 19:27:50,London,0.00554,0.22,0.0374,0.461,0.41,-9.379,120.55,0.00079,0.734,1,1.0
111,1,3.2,60653412,6d301b370beaa0751e6b423f50bddf36,2014-09-10 09:43:27,London,5.69e-05,0.0842,0.0624,0.438,0.565,-6.237,113.253,0.00255,0.805,1,8.0
112,1,3.2,60653412,3d02f9fcad37e6bb227682761039498c,2014-09-12 09:56:36,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
113,1,2.4000000000000004,60653412,3d02f9fcad37e6bb227682761039498c,2014-09-12 09:56:36,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
114,1,3.2,60653412,d4cbe5a93eddfefcc5fa0c1b7b898d9e,2014-10-05 22:31:26,London,0.012,0.264,0.067,0.754,0.494,-10.7,107.982,0.811,0.541,1,9.0
115,1,3.2,60653412,5b7b9107df3e44de7b18c8260bfb5786,2014-10-06 13:34:02,London,0.000128,0.0794,0.0364,0.879,0.68,-8.789,114.006,0.411,0.566,1,11.0
116,1,2.4000000000000004,60653412,5b7b9107df3e44de7b18c8260bfb5786,2014-10-06 13:34:02,London,0.000128,0.0794,0.0364,0.879,0.68,-8.789,114.006,0.411,0.566,1,11.0
117,1,0.8,60653412,5b7b9107df3e44de7b18c8260bfb5786,2014-10-06 13:34:02,London,0.000128,0.0794,0.0364,0.879,0.68,-8.789,114.006,0.411,0.566,1,11.0
118,1,3.2,60653412,56f357cab825b0e957130b2455c254a8,2014-10-07 09:56:37,London,0.000915,0.0742,0.0632,0.769,0.872,-7.789,103.317,0.214,0.806,0,4.0
119,1,2.4000000000000004,60653412,56f357cab825b0e957130b2455c254a8,2014-10-07 09:56:37,London,0.000915,0.0742,0.0632,0.769,0.872,-7.789,103.317,0.214,0.806,0,4.0
120,1,3.2,60653412,9c35379efc9dca510be056069900b233,2014-10-07 14:49:45,London,0.478,0.386,0.0562,0.574,0.627,-10.79,113.097,0.00031,0.926,1,11.0
121,1,2.4000000000000004,60653412,9c35379efc9dca510be056069900b233,2014-10-07 14:49:45,London,0.478,0.386,0.0562,0.574,0.627,-10.79,113.097,0.00031,0.926,1,11.0
122,1,3.2,60653412,d6b1124fdd64c4b1afa59f967397111d,2014-10-08 10:41:27,London,0.0,0.132,0.0322,0.422,0.331,-7.064,119.93,0.922,0.264,1,8.0
123,1,2.4000000000000004,60653412,d6b1124fdd64c4b1afa59f967397111d,2014-10-08 10:41:27,London,0.0,0.132,0.0322,0.422,0.331,-7.064,119.93,0.922,0.264,1,8.0
124,1,3.2,60653412,bd52614835363cbed191e88319e2e929,2014-11-01 10:22:13,London,0.0,0.102,0.247,0.66,0.48,-7.364,80.027,0.53,0.479,1,9.0
125,1,2.4000000000000004,60653412,bd52614835363cbed191e88319e2e929,2014-11-01 10:22:13,London,0.0,0.102,0.247,0.66,0.48,-7.364,80.027,0.53,0.479,1,9.0
126,1,0.8,60653412,bd52614835363cbed191e88319e2e929,2014-11-01 10:22:13,London,0.0,0.102,0.247,0.66,0.48,-7.364,80.027,0.53,0.479,1,9.0
127,1,3.2,60653412,89c0b8d046dd2aca4397beff82d61c6b,2014-11-01 10:35:00,London,0.00295,0.101,0.0398,0.737,0.669,-6.487,107.96,0.251,0.624,1,7.0
128,1,2.4000000000000004,60653412,89c0b8d046dd2aca4397beff82d61c6b,2014-11-01 10:35:00,London,0.00295,0.101,0.0398,0.737,0.669,-6.487,107.96,0.251,0.624,1,7.0
129,1,0.8,60653412,89c0b8d046dd2aca4397beff82d61c6b,2014-11-01 10:35:00,London,0.00295,0.101,0.0398,0.737,0.669,-6.487,107.96,0.251,0.624,1,7.0
130,1,3.2,60653412,493e14b893d5d1dcb8995b48b7e9c3f7,2014-11-01 11:17:40,London,0.000131,0.0752,0.11,0.906,0.842,-5.197,106.031,0.104,0.647,0,6.0
131,1,2.4000000000000004,60653412,493e14b893d5d1dcb8995b48b7e9c3f7,2014-11-01 11:17:40,London,0.000131,0.0752,0.11,0.906,0.842,-5.197,106.031,0.104,0.647,0,6.0
132,1,2.4000000000000004,60653412,493e14b893d5d1dcb8995b48b7e9c3f7,2014-11-01 11:17:40,London,0.000131,0.0752,0.11,0.906,0.842,-5.197,106.031,0.104,0.647,0,6.0
133,1,1.0,60653412,493e14b893d5d1dcb8995b48b7e9c3f7,2014-11-01 11:17:40,London,0.000131,0.0752,0.11,0.906,0.842,-5.197,106.031,0.104,0.647,0,6.0
134,1,3.2,60653412,8830896bb09edef7c367f092db3d867b,2014-11-04 18:48:42,London,0.00165,0.127,0.027,0.592,0.317,-2.788,96.483,0.0021,0.767,0,9.0
135,1,2.4000000000000004,60653412,8830896bb09edef7c367f092db3d867b,2014-11-04 18:48:42,London,0.00165,0.127,0.027,0.592,0.317,-2.788,96.483,0.0021,0.767,0,9.0
136,1,0.8,60653412,8830896bb09edef7c367f092db3d867b,2014-11-04 18:48:42,London,0.00165,0.127,0.027,0.592,0.317,-2.788,96.483,0.0021,0.767,0,9.0
137,1,3.2,60653412,af5c5f220e0a872ac129f4f88b3db5f9,2014-11-14 15:19:01,London,0.00217,0.0504,0.0299,0.377,0.277,-8.039,108.736,0.000894,0.682,1,7.0
138,1,3.2,60653412,c6cc6b3642fb6295b5771ce1ac35f8e6,2014-11-14 15:45:12,London,0.0408,0.173,0.0309,0.63,0.513,-8.128,118.65,0.463,0.616,0,1.0
139,1,2.4000000000000004,60653412,c6cc6b3642fb6295b5771ce1ac35f8e6,2014-11-14 15:45:12,London,0.0408,0.173,0.0309,0.63,0.513,-8.128,118.65,0.463,0.616,0,1.0
140,1,3.2,60653412,3d02f9fcad37e6bb227682761039498c,2014-11-15 13:58:10,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
141,1,1.0,60653412,3d02f9fcad37e6bb227682761039498c,2014-11-15 13:58:10,London,0.0,0.13,0.0361,0.573,0.375,-10.91,157.783,0.811,0.344,1,9.0
142,1,3.2,60653412,7e090318a40255a83d3acd89ab37e860,2014-11-21 12:39:55,London,8.4e-06,0.111,0.0414,0.677,0.304,-14.752,99.989,0.617,0.293,0,3.0
